0.1952,0.6375567798780815
0.7062,0.9576038752716078
0.2023,0.6653954498910446
0.1572,0.5041051235225004
0.359,0.5083517413004685
0.3925,0.5808633876697382
0.5163,0.5516604735958072
0.1605,0.6197815399710845
1.2287,1.1352597931761825
1.1619,0.9034039521520993
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.5413,0.8728523349891936
0.3149,0.7881841058889376
4.1639,1.1400726933123895
0,0
3.6446,1.0931856496282502
0.715,0.8989308008471928
0.3052,0.7987797835284175
0.6946,0.7988631704633626
0.4892,0.8523966371981039
0.4808,0.6626379520374083
0.4651,0.7156621941406308
0.4245,0.6190319715699318
0.6098,0.7087769254650218
2.7522,0.9820349965481715
0.6831,0.7971038379964513
0.3118,0.570125271649137
0.3945,0.6317008124917097
1.1906,0.8690391531431407
0,0
8.0472,1.1494514727796397
0,0
0,0
0,0
0,0
0.6479,0.927412319628126
0.2502,0.6610761591277109
0.4366,0.8123309902211234
0.5684,0.8098445842872893
0.1565,0.6913843323076176
0.4714,0.9093949698123006
0.5268,0.8287156678539931
2.6409,1.0070101148787074
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.459,0.7446958504872675
0.3542,0.8179694458586511
0,0
0,0
1.6559,1.0245484485646659
0.9867,0.9119877238259199
0.721,0.870760098877973
0.6471,0.741292960693615
0.7137,0.8849132025850261
0.1651,0.4925511952132638
0.1452,0.5616766360281747
0.1496,0.635773844124321
0.1575,0.7195957817219609
0.276,0.7515107868205393
0.5189,0.702079613062023
0.19,0.4868981713795609
0.3788,0.7405546770914703
1.3796,0.9523677240189818
0.3152,0.6726848550813386
0.1037,0.24101203157139062
0.2541,0.548014171194656
0.2053,0.6001067541416845
0.1817,0.7345113051792604
0.2803,0.5903730927406229
0.1899,0.6096516416923111
0.2334,0.460042230672973
0.384,0.7423306658223285
0,0
0.5731,0.7204695270653954
0.1363,0.4605796795088091
0.7283,0.8249183170727509
0.2917,0.5542298506778282
0.1071,0.35802560817208456
0.4045,0.6255504998582612
0.1856,0.5289760116223643
0.2624,0.6925210777739849
0.4447,0.6425300879703529
0.4514,0.8788547161088119
0.5684,0.8799812378501746
0.5364,0.741873271583343
0.5895,0.8012170427596975
1.7368,0.9601258398432786
4.6984,1.1218695591169379
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.7848,0.9476798701911662
0.2225,0.6458628834598328
2.2229,0.9863387600524365
1.7832,1.0019708213902019
0,0
0,0
0,0
0,0
0.6816,0.9402516795896596
0.4026,0.8672948184868177
3.9465,1.1573595204524831
0.1624,0.6488861132585694
0.1569,0.5104325374079676
0.8486,0.9595035004975045
0.3533,0.7235686719590305
0.3694,0.8098216979639463
0.3719,0.6925758679179502
0.1099,0.48117970628326406
0.17,0.6471237028057302
0.1888,0.6577714551289761
0.3921,0.7843095830459924
0.5337,0.8220859923206103
1.307,0.9629470321379087
2.5474,1.155099816303852
1.4265,0.9979633936576356
1.808,0.9710099641182324
0.726,1.0081379790514655
0.5877,0.7889188213590941
0.2634,0.6437943934508275
0,0
0.4099,0.8597736210547183
0.3393,0.7035060329907864
0.3898,0.6888074294906031
0.4608,0.6725233184895861
0.1711,0.45132971759118695
0.7412,0.6059091006976771
0.3565,0.6264401768687995
0.9215,0.9819059519767593
1.2634,0.6868467816499685
0.5669,0.7757742917006989
0.3164,0.34348015332288384
0.2704,0.6288922915897581
0.4908,0.7671279284385905
0.3924,0.6997463933405802
0.1924,0.47266240895897327
0.1477,0.4359515246277178
0.1544,0.4768166652385236
